date,day,plant_system,ave_ph,ave_do,ave_tds,ave_temp,ave_humidity,plant_no,height,length,weight,leaves,branches
2026-02-19,Thursday,DWC,5.945625,3.761041667,536.6458333,23.13666667,63.00979167,2,34.1,44.3,12,63,14
2026-02-06,Friday,DWC,5.797708333,3.698333333,399.1458333,23.085,63.29375,3,37.5,64.3,8,31,2
2026-02-07,Saturday,DWC,5.804791667,3.647083333,408.7291667,23.255625,62.98916667,3,37.7,64.5,9,33,2
2026-02-09,Monday,DWC,5.854583333,3.646458333,432.1875,23.21125,63.51395833,3,38.2,64,9,37,4
2026-02-10,Tuesday,DWC,5.869375,3.696666667,445.8125,23.1675,63.1125,3,38.5,64.3,10,41,4
2026-02-11,Wednesday,DWC,5.878333333,3.655625,445.2708333,23.308125,63.37541667,3,38.7,64.6,10,41,6
2026-02-12,Thursday,DWC,5.882291667,3.753958333,468.625,23.25229167,63.66895833,3,39.1,65.1,11,52,5
2026-02-13,Friday,DWC,5.904583333,3.724166667,472.5833333,23.140625,63.15166667,3,39.4,65.4,9,54,5
2026-02-14,Saturday,DWC,5.926458333,3.586041667,482.5,23.159375,63.02458333,3,39.4,65.5,10,65,7
2026-02-16,Monday,DWC,5.894166667,3.700416667,502.8541667,23.14229167,62.81416667,3,39.6,65.7,10,78,6
2026-02-18,Wednesday,DWC,5.962083333,3.72375,523.0208333,23.314375,63.46354167,3,39.7,65.9,13,82,9
2026-02-19,Thursday,DWC,5.945625,3.761041667,536.6458333,23.13666667,63.00979167,3,39.9,66.2,11,85,10
2026-02-06,Friday,DWC,5.797708333,3.698333333,399.1458333,23.085,63.29375,4,28.1,40.9,8,51,11
2026-02-07,Saturday,DWC,5.804791667,3.647083333,408.7291667,23.255625,62.98916667,4,28.2,41.1,8,54,14
2026-02-09,Monday,DWC,5.854583333,3.646458333,432.1875,23.21125,63.51395833,4,28.4,41.3,9,63,14
2026-02-10,Tuesday,DWC,5.869375,3.696666667,445.8125,23.1675,63.1125,4,28.5,41.5,9,68,16
2026-02-11,Wednesday,DWC,5.878333333,3.655625,445.2708333,23.308125,63.37541667,4,28.7,41.8,10,71,16
2026-02-12,Thursday,DWC,5.882291667,3.753958333,468.625,23.25229167,63.66895833,4,29,42.1,11,69,18
2026-02-13,Friday,DWC,5.904583333,3.724166667,472.5833333,23.140625,63.15166667,4,29.2,42.3,12,75,16
2026-02-14,Saturday,DWC,5.926458333,3.586041667,482.5,23.159375,63.02458333,4,29.4,42.5,12,79,20
2026-02-16,Monday,DWC,5.894166667,3.700416667,502.8541667,23.14229167,62.81416667,4,29.8,42.9,11,88,18
2026-02-18,Wednesday,DWC,5.962083333,3.72375,523.0208333,23.314375,63.46354167,4,30.3,43.5,15,102,21
2026-02-19,Thursday,DWC,5.945625,3.761041667,536.6458333,23.13666667,63.00979167,4,30.6,43.8,15,110,18
2026-02-06,Friday,DWC,5.797708333,3.698333333,399.1458333,23.085,63.29375,5,37.5,49.8,5,29,8
2026-02-07,Saturday,DWC,5.804791667,3.647083333,408.7291667,23.255625,62.98916667,5,37.7,50.1,5,29,8
2026-02-09,Monday,DWC,5.854583333,3.646458333,432.1875,23.21125,63.51395833,5,38.4,50.9,6,34,10
2026-02-10,Tuesday,DWC,5.869375,3.696666667,445.8125,23.1675,63.1125,5,38.8,51.3,6,38,9
2026-02-11,Wednesday,DWC,5.878333333,3.655625,445.2708333,23.308125,63.37541667,5,39.3,52.1,8,41,9
2026-02-12,Thursday,DWC,5.882291667,3.753958333,468.625,23.25229167,63.66895833,5,39.5,52.4,8,45,11
2026-02-13,Friday,DWC,5.904583333,3.724166667,472.5833333,23.140625,63.15166667,5,40,53.1,10,47,11
2026-02-14,Saturday,DWC,5.926458333,3.586041667,482.5,23.159375,63.02458333,5,40.3,53.5,9,51,11
2026-02-16,Monday,DWC,5.894166667,3.700416667,502.8541667,23.14229167,62.81416667,5,40.9,54.2,11,60,9
2026-02-18,Wednesday,DWC,5.962083333,3.72375,523.0208333,23.314375,63.46354167,5,41.2,54.6,13,72,8
2026-02-19,Thursday,DWC,5.945625,3.761041667,536.6458333,23.13666667,63.00979167,5,41.5,55,15,77,11
2026-02-06,Friday,DWC,5.797708333,3.698333333,399.1458333,23.085,63.29375,6,33.2,51.2,5,32,6
2026-02-07,Saturday,DWC,5.804791667,3.647083333,408.7291667,23.255625,62.98916667,6,33.5,51.6,6,29,7
2026-02-09,Monday,DWC,5.854583333,3.646458333,432.1875,23.21125,63.51395833,6,33.8,52,7,35,8
2026-02-10,Tuesday,DWC,5.869375,3.696666667,445.8125,23.1675,63.1125,6,34,52.4,9,39,8
2026-02-11,Wednesday,DWC,5.878333333,3.655625,445.2708333,23.308125,63.37541667,6,34.1,52.6,9,42,8
2026-02-12,Thursday,DWC,5.882291667,3.753958333,468.625,23.25229167,63.66895833,6,34.3,52.8,10,43,10
2026-02-13,Friday,DWC,5.904583333,3.724166667,472.5833333,23.140625,63.15166667,6,34.5,53.1,11,45,10
2026-02-14,Saturday,DWC,5.926458333,3.586041667,482.5,23.159375,63.02458333,6,34.7,53.3,10,48,10
2026-02-16,Monday,DWC,5.894166667,3.700416667,502.8541667,23.14229167,62.81416667,6,35.3,54,13,58,8
2026-02-18,Wednesday,DWC,5.962083333,3.72375,523.0208333,23.314375,63.46354167,6,35.8,54.6,16,64,7
2026-02-19,Thursday,DWC,5.945625,3.761041667,536.6458333,23.13666667,63.00979167,6,36,54.8,16,59,7
